Título;Autor;Año;MTLD;Palabras;TTR
El extranjero;Alarcón, Pedro Antonio de;1854;105,189019; 3232;0,3771658
El sombrero de tres picos;Alarcón, Pedro Antonio de;1874; 97,773058;25042;0,2140005
¡Adiós, Cordera!;Alas, Leopoldo (Clarín);1893; 96,334558; 3482;0,3684664
Benedictino;Alas, Leopoldo (Clarín);1901;114,589695; 4053;0,3626943
Dos sabios;Alas, Leopoldo (Clarín);1901; 92,436660; 2988;0,3805221
El dúo de la tos;Alas, Leopoldo (Clarín);1896; 95,017283; 2298;0,3925152
El entierro de la sardina;Alas, Leopoldo (Clarín);NA;108,545720; 3482;0,3900057
El gallo de Sócrates;Alas, Leopoldo (Clarín);1901; 93,669587; 1592;0,4384422
En el tren;Alas, Leopoldo (Clarín);1901; 93,249048;  930;0,4924731
En la droguería;Alas, Leopoldo (Clarín);1901; 99,615530; 1909;0,4248298
La conversión de Chiripa;Alas, Leopoldo (Clarín);1896;101,201816; 2962;0,3862255
La yernocracia;Alas, Leopoldo (Clarín);1704; 83,983268; 1736;0,4210829
Tirso de Molina;Alas, Leopoldo (Clarín);NA; 25,000000;   25;1,0000000
Un voto;Alas, Leopoldo (Clarín);1901; 95,996541; 2856;0,3946078
El fantasma de Treviño;Aldecoa, Ignacio;1950;100,542889; 1115;0,5076233
El loro antillano;Aldecoa, Ignacio;1950;102,065505; 1794;0,4537347
Epitafio de un boxeador;Aldecoa, Ignacio;NA; 17,500000;   25;0,8800000
Hasta que lleguen las doce;Aldecoa, Ignacio;NA; 18,000000;   18;1,0000000
La despedida;Aldecoa, Ignacio;NA; 89,747796; 1680;0,4285714
Seguir de pobres;Aldecoa, Ignacio;1953;106,974432; 2656;0,4021084
Un cuento de reyes;Aldecoa, Ignacio;NA;  5,000000;    5;1,0000000
Un hombrecillo que nació para actor;Aldecoa, Ignacio;NA;  9,582888;   16;0,8125000
De cómo repartió el diablo los males por el mundo;Alegría, Ciro;NA; 62,695649;  582;0,4329897
El barco fantasma;Alegría, Ciro;NA;105,795739;  607;0,5502471
El puma de sombra;Alegría, Ciro;NA; 72,464703;  515;0,4407767
La sirena del bosque;Alegría, Ciro;NA; 89,500000;  358;0,5726257
Muerte del cabo Cheo López;Alegría, Ciro;1963;103,985510;  747;0,4765730
Navidad en los Andes;Alegría, Ciro;1968;153,526213; 1833;0,4980906
Panki y el guerrero;Alegría, Ciro;1968;128,891248;  882;0,5215420
1833-1883;Alonso, Manuel A.;1883; 97,462994; 1968;0,4354675
Agapito Avellaneda;Alonso, Manuel A.;1849;110,094844; 1575;0,4361905
El jíbaro en la capital;Alonso, Manuel A.;1849;102,525815; 1754;0,4310148
El pájaro malo;Alonso, Manuel A.;1849;106,623267; 2296;0,3915505
El sueño de mi compadre;Alonso, Manuel A.;NA;106,943938; 1907;0,4263241
La gallera;Alonso, Manuel A.;1849;101,231490; 2204;0,4051724
La linterna mágica;Alonso, Manuel A.;1849;100,463574; 1241;0,4689766
La negrita y la vaquita;Alonso, Manuel A.;NA;107,800000; 1617;0,4495980
Perico Paciencia;Alonso, Manuel A.;1849;106,024491; 2393;0,3819473
Alas;Anderson Imbert, Enrique;NA; 40,513699;   65;0,8307692
Aquiles y la tortuga;Anderson Imbert, Enrique;1965; 65,664759;  215;0,6232558
Arte y vida;Anderson Imbert, Enrique;1785; 66,571982;  239;0,6276151
Cuerno y marfil;Anderson Imbert, Enrique;NA; 45,333333;  136;0,6397059
El beso;Anderson Imbert, Enrique;NA; 52,431922;  127;0,6692913
El diluvio;Anderson Imbert, Enrique;NA; 63,871560;  118;0,7627119
El fantasma;Anderson Imbert, Enrique;NA;103,011811; 1244;0,4485531
El ganador;Anderson Imbert, Enrique;NA; 74,523759;  142;0,7464789
El leve Pedro;Anderson Imbert, Enrique;NA;115,000000;  920;0,5195652
El suicida;Anderson Imbert, Enrique;NA; 65,649237;  250;0,6120000
Espiral;Anderson Imbert, Enrique;NA; 57,000724;  195;0,6153846
Jasón;Anderson Imbert, Enrique;1969; 45,156250;   86;0,7558140
La cueva de Montesinos;Anderson Imbert, Enrique;1965; 61,000000;  123;0,7154472
La fama;Anderson Imbert, Enrique;2009; 73,375365;  134;0,7686567
La foto;Anderson Imbert, Enrique;NA; 53,377256;  201;0,6019900
La montaña;Anderson Imbert, Enrique;NA; 46,333333;  139;0,6258993
La muerte;Anderson Imbert, Enrique;NA; 47,022813;  186;0,6021505
La pierna dormida;Anderson Imbert, Enrique;NA; 41,447368;   75;0,7733333
Las estatuas;Anderson Imbert, Enrique;NA; 47,729767;  129;0,6821705
Las manos;Anderson Imbert, Enrique;NA; 82,531785;  321;0,5825545
Las últimas miradas;Anderson Imbert, Enrique;NA; 94,093325;  300;0,6466667
Licantropía;Anderson Imbert, Enrique;NA;118,422367; 1646;0,4860267
Sadismo y masoquismo;Anderson Imbert, Enrique;NA; 28,000000;   50;0,7800000
Sententia Nominum;Anderson Imbert, Enrique;1116; 39,575567;   67;0,8059701
Tabú;Anderson Imbert, Enrique;NA; 24,911765;   33;0,9090909
Teologías y demonologías;Anderson Imbert, Enrique;NA; 28,251437;   53;0,7547170
Una plaza en el cielo;Anderson Imbert, Enrique;NA; 48,121705;  154;0,6103896
Vudú;Anderson Imbert, Enrique;NA; 75,068919;  333;0,5435435
El caballero Charles;Arenal, Humberto;1964;107,748580; 3502;0,2998287
La vuelta en redondo;Arenal, Humberto;1962; 75,639881; 1956;0,3389571
El hechizado;Arévalo Martínez, Rafael;NA; 29,802817;   46;0,8478261
La signatura de la esfinge;Arévalo Martínez, Rafael;1933;105,201662; 6384;0,3225251
El barranco;Arguedas, José María;NA; 92,151941; 1048;0,4322519
El joven que subió al cielo;Arguedas, José María;NA; 92,151941; 1048;0,4322519
Accidentado paseo a Moka;Arlt, Roberto;NA;106,813602; 3459;0,3749639
Acuérdate de Azerbaijan;Arlt, Roberto;1930;116,420628; 2166;0,4349030
Ejercicio de artillería;Arlt, Roberto;NA;100,440690; 2510;0,4075697
El cazador de orquídeas;Arlt, Roberto;NA;120,884915; 2937;0,4245829
El gato cocido;Arlt, Roberto;NA; 97,130774; 1222;0,4672668
El hombre del turbante verde;Arlt, Roberto;NA; 92,068464; 2329;0,4083298
El jorobadito;Arlt, Roberto;NA;117,422605; 5975;0,3487866
Extraordinaria historia de dos tuertos;Arlt, Roberto;1914;104,575334; 2055;0,4087591
Halid Majid el achicharrado;Arlt, Roberto;NA;103,667706; 3201;0,3936270
Historia del señor Jefries y Nassin el Egipcio;Arlt, Roberto;NA; 99,354808; 2141;0,4086875
La aventura de Baba en Dimisch esh Sham;Arlt, Roberto;NA; 95,498663; 3340;0,3757485
La cadena del ancla;Arlt, Roberto;1935;102,716360; 3017;0,3715612
La doble trampa mortal;Arlt, Roberto;NA;114,903080; 2699;0,4105224
La factoría de Farjalla Bill Alí;Arlt, Roberto;NA;116,256547; 2304;0,4240451
La luna roja;Arlt, Roberto;NA;121,984713; 2386;0,4668902
La ola de perfume verde;Arlt, Roberto;NA; 91,328563; 2221;0,4407924
La pista de los dientes de oro;Arlt, Roberto;1539; 91,465433; 2851;0,3598737
Las fieras;Arlt, Roberto;NA;106,546313; 4724;0,3799746
Los bandidos de Uad Djuari;Arlt, Roberto;NA;122,659817; 2087;0,4499281
Los cazadores de marfil;Arlt, Roberto;NA; 93,682236; 2908;0,3679505
Los hombres fieras;Arlt, Roberto;NA;122,164292; 2144;0,4183769
Odio desde la otra vida;Arlt, Roberto;NA;104,947690; 2687;0,3770004
Rahutia la bailarina;Arlt, Roberto;NA;103,492625; 3095;0,3647819
Ven, mi ama Zobeida quiere hablarte;Arlt, Roberto;NA;126,329618; 1823;0,4585848
Estío;Arredondo, Inés;1965;142,793704; 3277;0,3768691
La señal;Arredondo, Inés;1965;102,561864; 1072;0,4608209
La sunamita;Arredondo, Inés;NA; 20,718861;   42;0,7380952
Ágrafa musulmana en papiro de oxyrrinco;Arreola, Juan José;NA; 16,969697;   20;0,9500000
Alejandrina;Arreola, Juan José;NA;124,179777; 1727;0,4678633
Anuncio;Arreola, Juan José;NA;141,649717; 1605;0,5239875
Armisticio;Arreola, Juan José;NA; 32,281837;   47;0,8723404
Baby H. P.;Arreola, Juan José;NA;112,632652;  535;0,5700935
Baltasar Gérard [1555 1582];Arreola, Juan José;1582;129,464731;  892;0,5269058
Camelidos;Arreola, Juan José;NA; 53,063598;  132;0,7045455
Carta a un zapatero que compuso mal unos zapatos;Arreola, Juan José;NA;122,338312;  989;0,5025278
Cláusula III;Arreola, Juan José;NA; 14,048611;   17;0,9411765
Corrido;Arreola, Juan José;NA; 85,584156;  586;0,4846416
Cuento de horror;Arreola, Juan José;NA; 17,000000;   17;1,0000000
De balística;Arreola, Juan José;1915;139,498579; 2488;0,4493569
Diálogo con Borges;Arreola, Juan José;NA; 19,908602;   23;0,9565217
El converso;Arreola, Juan José;NA;120,702144; 1598;0,4755945
El discípulo;Arreola, Juan José;NA;111,394396;  642;0,5295950
El faro;Arreola, Juan José;NA;136,118177;  362;0,6795580
El guardagujas;Arreola, Juan José;NA;135,612531; 2358;0,4223919
El prodigioso miligramo;Arreola, Juan José;NA;  5,000000;    5;1,0000000
El rinoceronte;Arreola, Juan José;NA; 96,324961;  543;0,5672192
El rinoceronte;Arreola, Juan José;NA; 96,324961;  543;0,5672192
El sapo;Arreola, Juan José;1959; 30,190361;  136;0,6911765
El silencio de Dios;Arreola, Juan José;NA;140,313109; 2207;0,4458541
En verdad os digo;Arreola, Juan José;NA;107,248585; 1151;0,5030408
Eva;Arreola, Juan José;NA;109,831715;  478;0,5920502
Felinos;Arreola, Juan José;NA; 24,832579;   28;0,9642857
In Memoriam;Arreola, Juan José;NA;126,736632; 1106;0,5461121
La canción de Peronelle;Arreola, Juan José;NA; 94,164976;  461;0,5336226
La jirafa;Arreola, Juan José;1995; 70,984794;  195;0,6769231
La migala;Arreola, Juan José;NA; 83,527608;  558;0,5358423
Libertad;Arreola, Juan José;NA; 93,441109;  170;0,7705882
Los alimentos terrestres;Arreola, Juan José;NA; 82,377835; 1054;0,4089184
Monólogo del insumiso;Arreola, Juan José;NA;116,351613;  654;0,5718654
Nabónides;Arreola, Juan José;1913;119,743487;  696;0,5402299
Parábola del trueque;Arreola, Juan José;NA;150,038703; 1192;0,5184564
Parturient montes;Arreola, Juan José;NA;133,196981;  963;0,5514019
Pueblerina;Arreola, Juan José;NA;112,794897;  873;0,5349370
Receta casera;Arreola, Juan José;NA; 50,638414;   98;0,7551020
Sinesio de Rodas;Arreola, Juan José;NA;107,291236;  606;0,5775578
Teoría de Dulcinea;Arreola, Juan José;NA; 74,432138;  217;0,6635945
Topos;Arreola, Juan José;NA; 67,035156;  131;0,7328244
Un pacto con el diablo;Arreola, Juan José;NA;148,440733; 1903;0,4161850
Una de dos;Arreola, Juan José;NA; 78,529660;  182;0,7087912
Una mujer amaestrada;Arreola, Juan José;NA;121,088192;  936;0,5309829
Una reputación;Arreola, Juan José;NA;147,930392;  861;0,5238095
Leyenda del volcán;Asturias, Miguel Ángel;1930; 59,178383; 1397;0,4130279
El Inquisidor;Ayala, Francisco;NA;148,038811; 6111;0,3531337
La vida por la opinión;Ayala, Francisco;1936;143,344343; 3761;0,4068067
Diente por diente;Bareiro Saguier, Rubén;1971;104,018712; 1880;0,3824468
Licantropía;Bareiro Saguier, Rubén;1984;114,185104; 2161;0,4261916
Ojo por diente;Bareiro Saguier, Rubén;1971; 98,789744; 1377;0,4756718
Ángelus;Baroja, Pío;1900; 86,559460;  469;0,5223881
El reloj;Baroja, Pío;NA; 82,096521;  740;0,4648649
La caja de música;Baroja, Pío;1850;104,709812; 6532;0,2844458
La sima;Baroja, Pío;NA; 98,633036; 2153;0,4050163
Mari Belcha;Baroja, Pío;NA; 91,070381;  740;0,5013514
Médium;Baroja, Pío;NA; 69,373695; 1176;0,4226190
Olaberri el macabro;Baroja, Pío;NA; 87,730922;  327;0,6207951
La ciudad enferma;Barreto, Héctor;1938;133,603092; 1572;0,4561069
"Introducción al libro ""Rimas y leyendas""";Bécquer, Gustavo Adolfo;1868; 81,532463;  928;0,5161638
El gnomo;Bécquer, Gustavo Adolfo;NA; 99,738347; 5112;0,3444836
El miserere;Bécquer, Gustavo Adolfo;NA; 88,233619; 3398;0,3878752
El monte de las ánimas;Bécquer, Gustavo Adolfo;NA; 95,885871; 2752;0,3997093
El rayo de luna;Bécquer, Gustavo Adolfo;NA; 86,485276; 3572;0,3524636
La corza blanca;Bécquer, Gustavo Adolfo;NA;107,530925; 6588;0,3160291
La promesa;Bécquer, Gustavo Adolfo;NA; 96,613559; 3442;0,3925044
La rosa de pasión;Bécquer, Gustavo Adolfo;NA;104,028095; 3078;0,4044834
La Venta de los Gatos;Bécquer, Gustavo Adolfo;NA;104,028095; 3078;0,4044834
La candelaria de Juan Candelario;Belaval, Emilio S.;1946; 88,108317; 3237;0,3311708
La viuda del manto prieto;Belaval, Emilio S.;1946;126,002546; 2668;0,3886807
Mantengo;Belaval, Emilio S.;1946;116,351405; 3693;0,3493095
Santiguá de santigüero;Belaval, Emilio S.;1946; 86,615230; 2180;0,3426606
Tormenta platanera;Belaval, Emilio S.;1946; 93,875779; 2680;0,3402985
Cuento inmoral;Benavente, Jacinto;NA; 71,726804;  842;0,4323040
Historia de un día en tres esquelas;Benavente, Jacinto;NA; 58,245707;  187;0,6631016
Nochebuena aristocrática;Benavente, Jacinto;NA; 87,323236; 1382;0,4674385
A imagen y semejanza;Benedetti, Mario;NA;109,811288;  910;0,4318681
Almuerzo y dudas;Benedetti, Mario;NA;123,641087; 1534;0,4015645
Andamios;Benedetti, Mario;2017;110,791587; 1648;0,4787621
Beatriz, la polución;Benedetti, Mario;NA; 87,352441;  850;0,3882353
Beatriz, una palabra enorme;Benedetti, Mario;NA; 67,554630;  663;0,3981900
Bestiario;Benedetti, Mario;NA; 59,045110;  291;0,5738832
Cleopatra;Benedetti, Mario;1990;107,666161; 1029;0,4703596
Corazonada;Benedetti, Mario;3362;124,773235; 1661;0,4286574
El altillo;Benedetti, Mario;1968; 93,512471; 1651;0,3634161
El hombre que aprendió a ladrar;Benedetti, Mario;NA; 89,249027;  227;0,6651982
El niño cinco mil millones;Benedetti, Mario;1987; 55,253252;  197;0,5989848
El Otro Yo;Benedetti, Mario;NA; 85,372993;  323;0,6068111
El sexo de los ángeles;Benedetti, Mario;NA; 53,439834;  265;0,5773585
Eso;Benedetti, Mario;NA; 60,302177;  116;0,7413793
Gracias, vientre leal;Benedetti, Mario;NA;128,757783; 1758;0,4379977
La noche de los feos;Benedetti, Mario;NA;145,148754; 1062;0,5348399
Lázaro;Benedetti, Mario;NA; 77,748275;  262;0,6030534
Lingüistas;Benedetti, Mario;NA; 68,947266;  123;0,7804878
Los bomberos;Benedetti, Mario;NA; 62,919179;  267;0,5805243
Los pocillos;Benedetti, Mario;1953;120,017553; 1968;0,4202236
Mucho gusto;Benedetti, Mario;NA; 83,076985;  257;0,6381323
Pacto de sangre;Benedetti, Mario;NA;113,980724; 3543;0,3604290
Persecuta;Benedetti, Mario;1990; 49,558315;   98;0,7346939
Réquiem con tostadas;Benedetti, Mario;1968; 97,910588; 1920;0,3442708
Rutinas;Benedetti, Mario;1974; 62,813167;  123;0,7317073
Sábado de Gloria;Benedetti, Mario;NA; 95,440408; 2616;0,3772936
Su amor no era sencillo;Benedetti, Mario;NA; 36,874644;   43;0,9534884
Tan amigos;Benedetti, Mario;NA;122,829501; 1043;0,4726750
Tango;Benedetti, Mario;NA;111,039695;  566;0,5742049
Todo lo contrario;Benedetti, Mario;NA; 80,000000;  160;0,7187500
Traducciones;Benedetti, Mario;NA; 77,154326;  209;0,6459330
Un boliviano con salida al mar;Benedetti, Mario;NA; 98,290930;  322;0,6180124
El caso de los viejitos voladores;Bioy Casares, Adolfo;NA; 97,641000;  969;0,4716202
En memoria de Paulina;Bioy Casares, Adolfo;NA;108,691629; 4826;0,3404476
La francesa;Bioy Casares, Adolfo;NA; 65,903304;  174;0,6666667
La salvación;Bioy Casares, Adolfo;NA; 52,196344;  140;0,6642857
La trama celeste;Bioy Casares, Adolfo;6890;113,010741; 9532;0,2992027
Las vísperas de Fausto;Bioy Casares, Adolfo;1440;111,903845;  846;0,5035461
Margarita o el poder de la farmacopea;Bioy Casares, Adolfo;NA;139,748865;  558;0,6093190
Post operatorio;Bioy Casares, Adolfo;NA; 22,292011;   34;0,8529412
Postrimerías;Bioy Casares, Adolfo;1959; 91,097184;  322;0,6335404
Retrato;Bioy Casares, Adolfo;NA; 27,911552;   47;0,8085106
Retrato del héroe;Bioy Casares, Adolfo;1959; 65,814910;  137;0,7226277
Tigres;Bioy Casares, Adolfo;NA; 15,000000;   15;1,0000000
La gloria de Mamporal;Blanco, Andrés Eloy;NA; 79,470286; 2565;0,4023392
El maniquí;Blasco Ibáñez, Vicente;1900;128,971260; 2317;0,4182132
El ogro;Blasco Ibáñez, Vicente;1902;121,739830; 1823;0,4470653
En la puerta del Cielo;Blasco Ibáñez, Vicente;NA;120,379953; 1290;0,4868217
La condenada;Blasco Ibáñez, Vicente;1900;136,826774; 1829;0,4603609
La corrección;Blasco Ibáñez, Vicente;NA;110,710742; 1857;0,4614970
La pared;Blasco Ibáñez, Vicente;1900;101,365533; 1202;0,4592346
Sancha;Blasco Ibáñez, Vicente;1902;103,700651;  955;0,4869110
Un beso;Blasco Ibáñez, Vicente;NA;147,588506; 2091;0,4653276
Venganza moruna;Blasco Ibáñez, Vicente;1900;120,733911; 2397;0,3984147
El árbol;Bombal, María Luisa;1939;112,426136; 3467;0,3833285
Lo secreto;Bombal, María Luisa;NA;155,295597; 1291;0,5468629
Abel y Caín;Borges, Jorge Luis;NA; 57,172598;  153;0,6797386
Adrogué;Borges, Jorge Luis;NA; 26,751256;   39;0,8717949
Alguien soñará;Borges, Jorge Luis;NA; 45,499177;  151;0,6225166
Andrés Armoa;Borges, Jorge Luis;NA; 67,878530;  260;0,6000000
Argumentum ornithologicum;Borges, Jorge Luis;NA; 36,147853;  115;0,5826087
Biografía de Tadeo Isidoro Cruz (1829-1874);Borges, Jorge Luis;NA; 14,048611;   17;0,9411765
Borges y yo;Borges, Jorge Luis;1988; 74,693161;  317;0,5835962
Del Rigor en la Ciencia;Borges, Jorge Luis;1658; 52,038546;  131;0,6793893
Diálogo sobre un diálogo;Borges, Jorge Luis;NA; 64,420354;  138;0,7101449
El acercamiento a Almotásim;Borges, Jorge Luis;1936; 94,622609; 2268;0,4484127
El adivino;Borges, Jorge Luis;NA; 15,909091;   25;0,8400000
El Aleph;Borges, Jorge Luis;NA; 42,603269;   65;0,8461538
El cautivo;Borges, Jorge Luis;NA; 88,881984;  254;0,6299213
El evangelio según Marcos;Borges, Jorge Luis;1970;115,245292; 1946;0,4275437
El informe de Brodie;Borges, Jorge Luis;1840;108,210089; 2596;0,4318182
El jardín de los senderos que se bifurcan;Borges, Jorge Luis;1941;112,034308; 3744;0,3803419
El libro de arena;Borges, Jorge Luis;1623;  6,000000;    7;1,0000000
El milagro secreto;Borges, Jorge Luis;1924;118,442515; 2236;0,4530411
El muerto;Borges, Jorge Luis;1894;106,855810; 1814;0,4332966
El Palacio;Borges, Jorge Luis;NA; 42,348348;  176;0,6875000
El perro de doble cuerpo;Borges, Jorge Luis;NA; 33,743323;   57;0,8070175
El puñal;Borges, Jorge Luis;NA; 64,751983;  197;0,6548223
El sur;Borges, Jorge Luis;1939; 94,726529; 2391;0,4061062
Emma Zunz;Borges, Jorge Luis;1949; 95,695774; 1927;0,4255319
Episodio del enemigo;Borges, Jorge Luis;NA; 99,806002;  352;0,6221591
Funes el memorioso;Borges, Jorge Luis;1944;105,534175; 2692;0,4249629
Ictiocentauros;Borges, Jorge Luis;NA; 47,509202;   88;0,7613636
La biblioteca de Babel;Borges, Jorge Luis;NA; 14,794760;   22;0,8636364
La biblioteca total;Borges, Jorge Luis;1934; 77,047607; 1185;0,4894515
La casa de Asterión;Borges, Jorge Luis;NA; 98,214233;  877;0,4868871
La intrusa;Borges, Jorge Luis;NA;120,668027; 1376;0,4651163
La larga busca;Borges, Jorge Luis;NA; 41,000000;  240;0,5500000
La peluda;Borges, Jorge Luis;1957; 52,551940;  192;0,6614583
La secta de los treinta;Borges, Jorge Luis;1975; 78,331437; 1094;0,5000000
La trama;Borges, Jorge Luis;NA; 65,509434;  124;0,7500000
Las ruinas circulares;Borges, Jorge Luis;NA;107,934330; 1964;0,4343177
Le régret d'Héraclite;Borges, Jorge Luis;NA; 12,886364;   18;0,8888889
Los dos reyes y los dos laberintos;Borges, Jorge Luis;NA; 62,025137;  304;0,5559211
Los hrönir de Tlön;Borges, Jorge Luis;NA; 80,281073;  503;0,5586481
Mutaciones;Borges, Jorge Luis;NA; 66,911044;  217;0,6036866
Odín;Borges, Jorge Luis;NA; 59,150961;  179;0,6368715
Parábola de Cervantes y de Quijote;Borges, Jorge Luis;1955; 54,326549;  194;0,5979381
Pierre Menard, autor del Quijote;Borges, Jorge Luis;NA;  3,000000;    3;1,0000000
Tlön, Uqbar, Orbis Tertius;Borges, Jorge Luis;1921; 96,524634; 5683;0,3693472
Tres versiones de Judas;Borges, Jorge Luis;1912; 91,065164; 1868;0,4726981
Un problema;Borges, Jorge Luis;1960; 70,904683;  339;0,5752212
Un sueño;Borges, Jorge Luis;NA; 32,759453;   96;0,6250000
Utopía de un hombre que está cansado;Borges, Jorge Luis;NA; 12,000000;   12;1,0000000
Dos pesos de agua;Bosch, Juan;1941;112,546296; 3095;0,3835218
En un bohío;Bosch, Juan;1947;104,211534; 1360;0,4286765
La bella alma de don Damián;Bosch, Juan;1939;109,095180; 3270;0,3480122
La mancha indeleble;Bosch, Juan;1962;118,845451; 1220;0,4639344
La mujer;Bosch, Juan;1933;121,743887;  992;0,4687500
La Nochebuena de Encarnación Mendoza;Bosch, Juan;1962;113,344901; 3757;0,3316476
Los amos;Bosch, Juan;1962;108,099110;  814;0,4889435
Luis Pie;Bosch, Juan;1942;120,660126; 2089;0,4078506
Bella Flor;Caballero, Fernán;1921; 79,438312; 1708;0,3436768
Benibaire;Caballero, Fernán;1921; 51,925982;  661;0,3661120
Cómo le gusta al Niño Dios que le pidan;Caballero, Fernán;1921; 63,800680;  241;0,5892116
Cuento de bruja;Caballero, Fernán;1921; 43,348894;  161;0,5776398
El Carlanco;Caballero, Fernán;1921; 68,188889;  647;0,4420402
El lirio azul;Caballero, Fernán;1921; 64,226829;  395;0,5139241
El lobo bobo y la zorra astuta;Caballero, Fernán;1921; 71,001416; 1128;0,3687943
El pícaro pajarillo;Caballero, Fernán;1921; 51,216927;  496;0,4254032
La hormiguita;Caballero, Fernán;1921; 46,710994;  668;0,3697605
La niña de los tres maridos;Caballero, Fernán;1921; 62,357351;  805;0,3962733
La tentación;Caballero, Fernán;1921; 78,707315;  451;0,5321508
La Virgen costurera;Caballero, Fernán;1921; 69,018427;  389;0,5218509
Los caballeros del pez;Caballero, Fernán;1921; 96,279264; 2351;0,4006806
